ticket_id,subject,description,channel,category,priority,created_at,customer_plan,sla_breached,escalated,support_sentiment
240,Charged twice for subscription,Charged twice for subscription. This is completely unacceptable. This issue is impacting my work.,email,Billing,High,2026-02-03 01:41:08,Free,0,0,Angry
241,Need refund for last transaction,Need refund for last transaction. Really appreciate your quick help. This issue is impacting my work.,email,Billing,Critical,2026-02-07 01:41:08,Enterprise,1,1,Appreciative
242,Charged twice for subscription,Charged twice for subscription. I am extremely disappointed. This issue is impacting my work.,chat,Billing,High,2026-01-15 22:41:08,Pro,0,0,Angry
243,Need refund for last transaction,Need refund for last transaction. Please resolve this urgently. This issue is impacting my work.,chat,Billing,High,2026-01-28 23:41:08,Enterprise,0,1,Urgent
244,Payment failed but amount deducted,Payment failed but amount deducted. Kindly check and update. This issue is impacting my work.,email,Billing,Critical,2026-01-25 05:41:08,Pro,1,0,Calm
245,Payment failed but amount deducted,Payment failed but amount deducted. Please assist with this issue. This issue is impacting my work.,web,Billing,Critical,2026-02-03 20:41:08,Pro,0,0,Calm
246,Need refund for last transaction,Need refund for last transaction. Not satisfied with the delay. This issue is impacting my work.,chat,Billing,Critical,2026-02-11 11:41:08,Pro,0,0,Frustrated
247,Payment failed but amount deducted,Payment failed but amount deducted. Really appreciate your quick help. This issue is impacting my work.,web,Billing,Critical,2026-02-10 13:41:08,Free,0,0,Appreciative
248,Payment failed but amount deducted,Payment failed but amount deducted. Great service so far. This issue is impacting my work.,email,Billing,High,2026-01-16 15:41:08,Free,0,0,Appreciative
249,Need refund for last transaction,Need refund for last transaction. Please assist with this issue. This issue is impacting my work.,email,Billing,High,2026-02-01 23:41:08,Enterprise,0,0,Calm
250,Need refund for last transaction,Need refund for last transaction. Thank you for your continued support. This issue is impacting my work.,web,Billing,High,2026-01-13 23:41:08,Pro,0,0,Appreciative
251,Payment failed but amount deducted,Payment failed but amount deducted. This needs immediate attention. This issue is impacting my work.,web,Billing,High,2026-02-01 00:41:08,Pro,0,0,Urgent
252,Payment failed but amount deducted,Payment failed but amount deducted. This is getting frustrating. This issue is impacting my work.,web,Billing,High,2026-01-28 18:41:08,Free,0,0,Frustrated
253,Need refund for last transaction,Need refund for last transaction. Thank you for your continued support. This issue is impacting my work.,chat,Billing,Critical,2026-01-30 04:41:08,Enterprise,0,0,Appreciative
254,Payment failed but amount deducted,Payment failed but amount deducted. This needs immediate attention. This issue is impacting my work.,email,Billing,High,2026-01-30 05:41:08,Free,0,0,Urgent
255,Need refund for last transaction,Need refund for last transaction. Kindly check and update. This issue is impacting my work.,web,Billing,Critical,2026-01-22 08:41:08,Pro,1,0,Calm
256,Payment failed but amount deducted,Payment failed but amount deducted. This is completely unacceptable. This issue is impacting my work.,chat,Billing,High,2026-02-06 07:41:08,Enterprise,0,1,Angry
257,Invoice not generated,Invoice not generated. This is getting frustrating. This issue is impacting my work.,email,Billing,Critical,2026-01-26 16:41:08,Pro,1,0,Frustrated
258,Invoice not generated,Invoice not generated. Thank you for your continued support. This issue is impacting my work.,chat,Billing,High,2026-01-21 11:41:08,Pro,0,0,Appreciative
259,Need refund for last transaction,Need refund for last transaction. Really appreciate your quick help. This issue is impacting my work.,web,Billing,Critical,2026-02-09 00:41:08,Free,0,0,Appreciative
260,Need refund for last transaction,Need refund for last transaction. This is blocking critical work. This issue is impacting my work.,email,Billing,Critical,2026-01-23 16:41:08,Enterprise,1,1,Urgent
261,Invoice not generated,Invoice not generated. This is blocking critical work. This issue is impacting my work.,email,Billing,High,2026-02-09 01:41:08,Enterprise,0,1,Urgent
262,Invoice not generated,Invoice not generated. I have faced this issue multiple times. This issue is impacting my work.,chat,Billing,High,2026-01-16 01:41:08,Enterprise,0,0,Frustrated
263,Charged twice for subscription,Charged twice for subscription. This is completely unacceptable. This issue is impacting my work.,email,Billing,Critical,2026-02-03 15:41:08,Enterprise,1,1,Angry
264,Invoice not generated,Invoice not generated. Great service so far. This issue is impacting my work.,email,Billing,High,2026-01-24 11:41:08,Enterprise,0,0,Appreciative
265,Payment failed but amount deducted,Payment failed but amount deducted. Thank you for your continued support. This issue is impacting my work.,email,Billing,High,2026-01-13 14:41:08,Free,0,0,Appreciative
266,Payment failed but amount deducted,Payment failed but amount deducted. Not satisfied with the delay. This issue is impacting my work.,web,Billing,Critical,2026-02-12 19:41:08,Enterprise,0,0,Frustrated
267,Payment failed but amount deducted,Payment failed but amount deducted. I am extremely disappointed. This issue is impacting my work.,web,Billing,High,2026-02-03 20:41:08,Pro,0,0,Angry
268,Charged twice for subscription,Charged twice for subscription. Please assist with this issue. This issue is impacting my work.,chat,Billing,Critical,2026-01-30 04:41:08,Pro,1,0,Calm
269,Invoice not generated,Invoice not generated. This is very upsetting. This issue is impacting my work.,web,Billing,Critical,2026-02-01 06:41:08,Pro,0,0,Angry
270,Charged twice for subscription,Charged twice for subscription. This is completely unacceptable. This issue is impacting my work.,email,Billing,Critical,2026-01-30 03:41:08,Pro,1,0,Angry
271,Charged twice for subscription,Charged twice for subscription. I am extremely disappointed. This issue is impacting my work.,email,Billing,Critical,2026-01-18 00:41:08,Free,0,0,Angry
272,Payment failed but amount deducted,Payment failed but amount deducted. This is getting frustrating. This issue is impacting my work.,web,Billing,Critical,2026-01-29 01:41:08,Pro,1,0,Frustrated
273,Charged twice for subscription,Charged twice for subscription. This is blocking critical work. This issue is impacting my work.,email,Billing,Critical,2026-01-25 23:41:08,Free,1,0,Urgent
274,Payment failed but amount deducted,Payment failed but amount deducted. This is blocking critical work. This issue is impacting my work.,chat,Billing,Critical,2026-02-13 07:41:08,Enterprise,1,1,Urgent
275,Payment failed but amount deducted,Payment failed but amount deducted. I am extremely disappointed. This issue is impacting my work.,email,Billing,Critical,2026-02-11 16:41:08,Pro,1,0,Angry
276,Payment failed but amount deducted,Payment failed but amount deducted. Really appreciate your quick help. This issue is impacting my work.,chat,Billing,High,2026-01-29 17:41:08,Enterprise,0,0,Appreciative
277,Payment failed but amount deducted,Payment failed but amount deducted. Great service so far. This issue is impacting my work.,email,Billing,High,2026-01-31 23:41:08,Free,0,0,Appreciative
278,Payment failed but amount deducted,Payment failed but amount deducted. Really appreciate your quick help. This issue is impacting my work.,email,Billing,High,2026-01-27 22:41:08,Enterprise,0,0,Appreciative
279,Charged twice for subscription,Charged twice for subscription. Please assist with this issue. This issue is impacting my work.,web,Billing,High,2026-01-18 19:41:08,Pro,0,0,Calm
280,Need refund for last transaction,Need refund for last transaction. Not satisfied with the delay. This issue is impacting my work.,chat,Billing,High,2026-02-03 05:41:08,Enterprise,0,0,Frustrated
281,Need refund for last transaction,Need refund for last transaction. Great service so far. This issue is impacting my work.,web,Billing,Critical,2026-01-27 18:41:08,Pro,1,0,Appreciative
282,Payment failed but amount deducted,Payment failed but amount deducted. This needs immediate attention. This issue is impacting my work.,chat,Billing,Critical,2026-02-09 21:41:08,Enterprise,1,1,Urgent
283,Charged twice for subscription,Charged twice for subscription. Really appreciate your quick help. This issue is impacting my work.,web,Billing,Critical,2026-01-26 03:41:08,Enterprise,0,0,Appreciative
284,Need refund for last transaction,Need refund for last transaction. Not satisfied with the delay. This issue is impacting my work.,email,Billing,Critical,2026-02-06 09:41:08,Enterprise,1,1,Frustrated
285,Charged twice for subscription,Charged twice for subscription. This is getting frustrating. This issue is impacting my work.,chat,Billing,Critical,2026-02-08 21:41:08,Pro,0,0,Frustrated
286,Need refund for last transaction,Need refund for last transaction. Great service so far. This issue is impacting my work.,web,Billing,Critical,2026-02-11 12:41:08,Enterprise,1,1,Appreciative
287,Invoice not generated,Invoice not generated. Really appreciate your quick help. This issue is impacting my work.,web,Billing,Critical,2026-02-03 05:41:08,Pro,1,0,Appreciative
288,Payment failed but amount deducted,Payment failed but amount deducted. Really appreciate your quick help. This issue is impacting my work.,web,Billing,Critical,2026-02-07 03:41:08,Pro,1,0,Appreciative
289,Payment failed but amount deducted,Payment failed but amount deducted. I have faced this issue multiple times. This issue is impacting my work.,web,Billing,Critical,2026-01-21 12:41:08,Free,1,0,Frustrated
290,Need refund for last transaction,Need refund for last transaction. This is very upsetting. This issue is impacting my work.,chat,Billing,Critical,2026-01-25 13:41:08,Free,1,0,Angry
291,Need refund for last transaction,Need refund for last transaction. This is completely unacceptable. This issue is impacting my work.,email,Billing,Critical,2026-01-13 12:41:08,Pro,1,0,Angry
292,Need refund for last transaction,Need refund for last transaction. This is very upsetting. This issue is impacting my work.,email,Billing,Critical,2026-01-17 17:41:08,Free,1,0,Angry
293,Payment failed but amount deducted,Payment failed but amount deducted. This is getting frustrating. This issue is impacting my work.,email,Billing,High,2026-01-22 18:41:08,Free,0,0,Frustrated
294,Invoice not generated,Invoice not generated. This is getting frustrating. This issue is impacting my work.,chat,Billing,High,2026-01-21 19:41:08,Pro,0,0,Frustrated
295,Charged twice for subscription,Charged twice for subscription. This is getting frustrating. This issue is impacting my work.,chat,Billing,High,2026-01-14 19:41:08,Enterprise,0,0,Frustrated
296,Need refund for last transaction,Need refund for last transaction. I have faced this issue multiple times. This issue is impacting my work.,chat,Billing,Critical,2026-02-12 08:41:08,Enterprise,0,0,Frustrated
297,Invoice not generated,Invoice not generated. Great service so far. This issue is impacting my work.,email,Billing,High,2026-01-16 05:41:08,Pro,0,0,Appreciative
298,Charged twice for subscription,Charged twice for subscription. Please resolve this urgently. This issue is impacting my work.,web,Billing,High,2026-01-16 09:41:08,Pro,0,0,Urgent
299,Charged twice for subscription,Charged twice for subscription. This is very upsetting. This issue is impacting my work.,chat,Billing,High,2026-01-29 14:41:08,Pro,0,0,Angry
300,Need refund for last transaction,Need refund for last transaction. Not satisfied with the delay. This issue is impacting my work.,chat,Billing,Critical,2026-01-19 07:41:08,Free,1,0,Frustrated
301,Need refund for last transaction,Need refund for last transaction. This is very upsetting. This issue is impacting my work.,email,Billing,High,2026-02-03 01:41:08,Enterprise,0,1,Angry
302,Invoice not generated,Invoice not generated. Not satisfied with the delay. This issue is impacting my work.,chat,Billing,Critical,2026-02-03 08:41:08,Enterprise,1,1,Frustrated
303,Charged twice for subscription,Charged twice for subscription. This is getting frustrating. This issue is impacting my work.,chat,Billing,Critical,2026-02-13 02:41:08,Free,1,0,Frustrated
304,Need refund for last transaction,Need refund for last transaction. I am extremely disappointed. This issue is impacting my work.,web,Billing,Critical,2026-01-26 10:41:08,Enterprise,1,1,Angry
305,Payment failed but amount deducted,Payment failed but amount deducted. This is getting frustrating. This issue is impacting my work.,chat,Billing,High,2026-02-07 22:41:08,Pro,0,0,Frustrated
306,Payment failed but amount deducted,Payment failed but amount deducted. Kindly check and update. This issue is impacting my work.,chat,Billing,Critical,2026-02-06 03:41:08,Enterprise,0,0,Calm
307,Need refund for last transaction,Need refund for last transaction. I have faced this issue multiple times. This issue is impacting my work.,chat,Billing,Critical,2026-01-26 19:41:08,Enterprise,0,0,Frustrated
308,Invoice not generated,Invoice not generated. Not satisfied with the delay. This issue is impacting my work.,web,Billing,High,2026-01-27 12:41:08,Pro,0,0,Frustrated
309,Payment failed but amount deducted,Payment failed but amount deducted. Kindly check and update. This issue is impacting my work.,email,Billing,High,2026-01-15 18:41:08,Enterprise,0,0,Calm
310,Invoice not generated,Invoice not generated. Great service so far. This issue is impacting my work.,email,Billing,High,2026-01-16 18:41:08,Pro,0,0,Appreciative
311,Need refund for last transaction,Need refund for last transaction. Kindly check and update. This issue is impacting my work.,web,Billing,High,2026-01-29 08:41:08,Enterprise,0,0,Calm
312,Need refund for last transaction,Need refund for last transaction. Looking forward to your response. This issue is impacting my work.,web,Billing,High,2026-01-29 16:41:08,Pro,0,0,Calm
313,Charged twice for subscription,Charged twice for subscription. Really appreciate your quick help. This issue is impacting my work.,web,Billing,Critical,2026-02-01 02:41:08,Free,0,0,Appreciative
314,Invoice not generated,Invoice not generated. Thank you for your continued support. This issue is impacting my work.,chat,Billing,High,2026-01-22 08:41:08,Pro,0,0,Appreciative
315,Charged twice for subscription,Charged twice for subscription. Looking forward to your response. This issue is impacting my work.,chat,Billing,High,2026-02-08 06:41:08,Pro,0,0,Calm
316,Need refund for last transaction,Need refund for last transaction. I am extremely disappointed. This issue is impacting my work.,chat,Billing,Critical,2026-02-10 13:41:08,Pro,0,0,Angry
317,Invoice not generated,Invoice not generated. This is completely unacceptable. This issue is impacting my work.,web,Billing,High,2026-01-28 06:41:08,Pro,0,0,Angry
318,Invoice not generated,Invoice not generated. Please assist with this issue. This issue is impacting my work.,chat,Billing,Critical,2026-01-20 17:41:08,Enterprise,1,1,Calm
319,Need refund for last transaction,Need refund for last transaction. This is getting frustrating. This issue is impacting my work.,chat,Billing,Critical,2026-02-05 04:41:08,Free,0,0,Frustrated
320,Charged twice for subscription,Charged twice for subscription. Kindly check and update. This issue is impacting my work.,web,Billing,Critical,2026-02-06 04:41:08,Free,1,0,Calm
321,Charged twice for subscription,Charged twice for subscription. This is blocking critical work. This issue is impacting my work.,email,Billing,High,2026-02-11 22:41:08,Enterprise,0,1,Urgent
322,Need refund for last transaction,Need refund for last transaction. Not satisfied with the delay. This issue is impacting my work.,email,Billing,High,2026-01-28 01:41:08,Free,0,0,Frustrated
323,Invoice not generated,Invoice not generated. Really appreciate your quick help. This issue is impacting my work.,email,Billing,Critical,2026-01-16 06:41:08,Pro,0,0,Appreciative
324,Invoice not generated,Invoice not generated. Please resolve this urgently. This issue is impacting my work.,email,Billing,Critical,2026-01-13 16:41:08,Enterprise,0,1,Urgent
325,Invoice not generated,Invoice not generated. This is blocking critical work. This issue is impacting my work.,email,Billing,Critical,2026-01-13 14:41:08,Pro,0,0,Urgent
326,Payment failed but amount deducted,Payment failed but amount deducted. Please resolve this urgently. This issue is impacting my work.,chat,Billing,High,2026-02-07 17:41:08,Pro,0,0,Urgent
327,Need refund for last transaction,Need refund for last transaction. This is getting frustrating. This issue is impacting my work.,web,Billing,Critical,2026-01-18 20:41:08,Free,0,0,Frustrated
328,Need refund for last transaction,Need refund for last transaction. This is blocking critical work. This issue is impacting my work.,chat,Billing,High,2026-02-05 04:41:08,Free,0,0,Urgent
329,Payment failed but amount deducted,Payment failed but amount deducted. Looking forward to your response. This issue is impacting my work.,email,Billing,Critical,2026-01-21 04:41:08,Enterprise,1,1,Calm
330,Need refund for last transaction,Need refund for last transaction. Great service so far. This issue is impacting my work.,email,Billing,High,2026-01-18 16:41:08,Free,0,0,Appreciative
331,Invoice not generated,Invoice not generated. This needs immediate attention. This issue is impacting my work.,chat,Billing,Critical,2026-02-07 04:41:08,Free,0,0,Urgent
332,Charged twice for subscription,Charged twice for subscription. This needs immediate attention. This issue is impacting my work.,chat,Billing,High,2026-01-27 00:41:08,Free,0,0,Urgent
333,Payment failed but amount deducted,Payment failed but amount deducted. Please resolve this urgently. This issue is impacting my work.,chat,Billing,Critical,2026-02-01 18:41:08,Pro,0,0,Urgent
334,Need refund for last transaction,Need refund for last transaction. Kindly check and update. This issue is impacting my work.,chat,Billing,Critical,2026-02-02 00:41:08,Free,1,0,Calm
335,Invoice not generated,Invoice not generated. This is getting frustrating. This issue is impacting my work.,web,Billing,Critical,2026-01-25 11:41:08,Enterprise,1,1,Frustrated
336,Invoice not generated,Invoice not generated. I have faced this issue multiple times. This issue is impacting my work.,chat,Billing,High,2026-01-18 03:41:08,Enterprise,0,0,Frustrated
337,Need refund for last transaction,Need refund for last transaction. Great service so far. This issue is impacting my work.,chat,Billing,Critical,2026-01-13 11:41:08,Pro,0,0,Appreciative
338,Need refund for last transaction,Need refund for last transaction. This needs immediate attention. This issue is impacting my work.,email,Billing,Critical,2026-01-20 17:41:08,Free,1,0,Urgent
339,Charged twice for subscription,Charged twice for subscription. Thank you for your continued support. This issue is impacting my work.,web,Billing,High,2026-01-20 10:41:08,Free,0,0,Appreciative
340,Need refund for last transaction,Need refund for last transaction. Not satisfied with the delay. This issue is impacting my work.,email,Billing,High,2026-02-09 10:41:08,Enterprise,0,0,Frustrated
341,Invoice not generated,Invoice not generated. Really appreciate your quick help. This issue is impacting my work.,email,Billing,Critical,2026-01-23 13:41:08,Enterprise,0,0,Appreciative
342,Need refund for last transaction,Need refund for last transaction. This needs immediate attention. This issue is impacting my work.,web,Billing,High,2026-01-31 10:41:08,Enterprise,0,1,Urgent
343,Charged twice for subscription,Charged twice for subscription. Great service so far. This issue is impacting my work.,web,Billing,Critical,2026-02-12 18:41:08,Pro,0,0,Appreciative
344,Need refund for last transaction,Need refund for last transaction. This is getting frustrating. This issue is impacting my work.,web,Billing,High,2026-02-06 04:41:08,Free,0,0,Frustrated
345,Payment failed but amount deducted,Payment failed but amount deducted. I am extremely disappointed. This issue is impacting my work.,email,Billing,Critical,2026-01-13 22:41:08,Pro,1,0,Angry
346,Invoice not generated,Invoice not generated. I have faced this issue multiple times. This issue is impacting my work.,web,Billing,High,2026-01-20 09:41:08,Enterprise,0,0,Frustrated
347,Charged twice for subscription,Charged twice for subscription. Please resolve this urgently. This issue is impacting my work.,web,Billing,Critical,2026-02-11 14:41:08,Pro,1,0,Urgent
348,Invoice not generated,Invoice not generated. Looking forward to your response. This issue is impacting my work.,web,Billing,Critical,2026-01-26 07:41:08,Pro,0,0,Calm
349,Charged twice for subscription,Charged twice for subscription. This is getting frustrating. This issue is impacting my work.,chat,Billing,Critical,2026-01-15 08:41:08,Free,0,0,Frustrated
350,Payment failed but amount deducted,Payment failed but amount deducted. Great service so far. This issue is impacting my work.,email,Billing,High,2026-02-13 04:41:08,Pro,0,0,Appreciative
351,Invoice not generated,Invoice not generated. This needs immediate attention. This issue is impacting my work.,email,Billing,Critical,2026-02-05 16:41:08,Enterprise,0,1,Urgent
352,Need refund for last transaction,Need refund for last transaction. Really appreciate your quick help. This issue is impacting my work.,web,Billing,Critical,2026-01-18 12:41:08,Free,0,0,Appreciative
353,Payment failed but amount deducted,Payment failed but amount deducted. Please assist with this issue. This issue is impacting my work.,email,Billing,Critical,2026-02-02 15:41:08,Free,0,0,Calm
354,Need refund for last transaction,Need refund for last transaction. This is completely unacceptable. This issue is impacting my work.,chat,Billing,Critical,2026-02-05 23:41:08,Pro,1,0,Angry
355,Need refund for last transaction,Need refund for last transaction. This needs immediate attention. This issue is impacting my work.,email,Billing,Critical,2026-02-04 03:41:08,Enterprise,0,1,Urgent
356,Charged twice for subscription,Charged twice for subscription. This is completely unacceptable. This issue is impacting my work.,web,Billing,Critical,2026-02-08 11:41:08,Enterprise,1,1,Angry
357,Payment failed but amount deducted,Payment failed but amount deducted. Please assist with this issue. This issue is impacting my work.,chat,Billing,High,2026-02-02 02:41:08,Pro,0,0,Calm
358,Charged twice for subscription,Charged twice for subscription. This is getting frustrating. This issue is impacting my work.,chat,Billing,High,2026-01-26 17:41:08,Pro,0,0,Frustrated
359,Need refund for last transaction,Need refund for last transaction. Please assist with this issue. This issue is impacting my work.,chat,Billing,High,2026-02-10 15:41:08,Enterprise,0,0,Calm
360,Payment failed but amount deducted,Payment failed but amount deducted. This needs immediate attention. This issue is impacting my work.,chat,Billing,Critical,2026-01-20 08:41:08,Pro,0,0,Urgent
361,Invoice not generated,Invoice not generated. Great service so far. This issue is impacting my work.,web,Billing,High,2026-02-08 06:41:08,Pro,0,0,Appreciative
362,Payment failed but amount deducted,Payment failed but amount deducted. I am extremely disappointed. This issue is impacting my work.,email,Billing,Critical,2026-02-07 21:41:08,Free,1,0,Angry
363,Payment failed but amount deducted,Payment failed but amount deducted. This needs immediate attention. This issue is impacting my work.,chat,Billing,Critical,2026-01-20 14:41:08,Free,1,0,Urgent
364,Invoice not generated,Invoice not generated. This needs immediate attention. This issue is impacting my work.,chat,Billing,High,2026-01-13 22:41:08,Free,0,0,Urgent
365,Payment failed but amount deducted,Payment failed but amount deducted. Really appreciate your quick help. This issue is impacting my work.,chat,Billing,Critical,2026-01-30 14:41:08,Pro,0,0,Appreciative
366,Invoice not generated,Invoice not generated. I am extremely disappointed. This issue is impacting my work.,chat,Billing,High,2026-02-07 22:41:08,Pro,0,0,Angry
367,Payment failed but amount deducted,Payment failed but amount deducted. This is very upsetting. This issue is impacting my work.,web,Billing,Critical,2026-02-02 22:41:08,Free,1,0,Angry
368,Need refund for last transaction,Need refund for last transaction. This is completely unacceptable. This issue is impacting my work.,web,Billing,High,2026-02-07 13:41:08,Enterprise,0,1,Angry
369,Charged twice for subscription,Charged twice for subscription. This is blocking critical work. This issue is impacting my work.,chat,Billing,High,2026-01-17 12:41:08,Pro,0,0,Urgent
370,Charged twice for subscription,Charged twice for subscription. This is blocking critical work. This issue is impacting my work.,email,Billing,Critical,2026-02-04 03:41:08,Enterprise,1,1,Urgent
371,Invoice not generated,Invoice not generated. Please resolve this urgently. This issue is impacting my work.,chat,Billing,High,2026-01-28 16:41:08,Enterprise,0,1,Urgent
372,Need refund for last transaction,Need refund for last transaction. Great service so far. This issue is impacting my work.,web,Billing,Critical,2026-01-18 23:41:08,Free,0,0,Appreciative
373,Charged twice for subscription,Charged twice for subscription. Please assist with this issue. This issue is impacting my work.,email,Billing,Critical,2026-01-25 09:41:08,Enterprise,1,1,Calm
374,Need refund for last transaction,Need refund for last transaction. I am extremely disappointed. This issue is impacting my work.,email,Billing,High,2026-02-05 03:41:08,Free,0,0,Angry
375,Invoice not generated,Invoice not generated. Please resolve this urgently. This issue is impacting my work.,chat,Billing,Critical,2026-01-25 12:41:08,Enterprise,1,1,Urgent
376,Payment failed but amount deducted,Payment failed but amount deducted. Looking forward to your response. This issue is impacting my work.,chat,Billing,High,2026-01-15 08:41:08,Pro,0,0,Calm
377,Charged twice for subscription,Charged twice for subscription. I have faced this issue multiple times. This issue is impacting my work.,chat,Billing,Critical,2026-01-19 04:41:08,Pro,1,0,Frustrated
378,Payment failed but amount deducted,Payment failed but amount deducted. This needs immediate attention. This issue is impacting my work.,web,Billing,Critical,2026-01-30 00:41:08,Enterprise,1,1,Urgent
379,Charged twice for subscription,Charged twice for subscription. Please assist with this issue. This issue is impacting my work.,web,Billing,Critical,2026-01-23 05:41:08,Free,0,0,Calm
380,Invoice not generated,Invoice not generated. Thank you for your continued support. This issue is impacting my work.,chat,Billing,High,2026-01-30 20:41:08,Enterprise,0,0,Appreciative
381,Invoice not generated,Invoice not generated. This is blocking critical work. This issue is impacting my work.,email,Billing,High,2026-01-22 21:41:08,Enterprise,0,1,Urgent
382,Need refund for last transaction,Need refund for last transaction. Kindly check and update. This issue is impacting my work.,chat,Billing,High,2026-01-30 22:41:08,Enterprise,0,0,Calm
383,Charged twice for subscription,Charged twice for subscription. This is getting frustrating. This issue is impacting my work.,web,Billing,Critical,2026-01-26 07:41:08,Free,0,0,Frustrated
384,Invoice not generated,Invoice not generated. I am extremely disappointed. This issue is impacting my work.,chat,Billing,High,2026-02-04 13:41:08,Free,0,0,Angry
385,Need refund for last transaction,Need refund for last transaction. Great service so far. This issue is impacting my work.,web,Billing,Critical,2026-01-24 22:41:08,Pro,1,0,Appreciative
386,Payment failed but amount deducted,Payment failed but amount deducted. I am extremely disappointed. This issue is impacting my work.,web,Billing,High,2026-01-19 01:41:08,Enterprise,0,1,Angry
387,Charged twice for subscription,Charged twice for subscription. I have faced this issue multiple times. This issue is impacting my work.,email,Billing,High,2026-02-10 05:41:08,Pro,0,0,Frustrated
388,Payment failed but amount deducted,Payment failed but amount deducted. Not satisfied with the delay. This issue is impacting my work.,chat,Billing,Critical,2026-02-08 16:41:08,Enterprise,1,1,Frustrated
389,Invoice not generated,Invoice not generated. This is blocking critical work. This issue is impacting my work.,web,Billing,High,2026-01-29 01:41:08,Free,0,0,Urgent
390,Invoice not generated,Invoice not generated. I have faced this issue multiple times. This issue is impacting my work.,web,Billing,Critical,2026-01-16 23:41:08,Free,0,0,Frustrated
391,Need refund for last transaction,Need refund for last transaction. This is getting frustrating. This issue is impacting my work.,web,Billing,Critical,2026-01-23 19:41:08,Enterprise,1,1,Frustrated
392,Need refund for last transaction,Need refund for last transaction. This is blocking critical work. This issue is impacting my work.,chat,Billing,Critical,2026-02-10 16:41:08,Free,1,0,Urgent
393,Invoice not generated,Invoice not generated. This is completely unacceptable. This issue is impacting my work.,email,Billing,Critical,2026-02-04 05:41:08,Enterprise,0,1,Angry
394,Need refund for last transaction,Need refund for last transaction. Great service so far. This issue is impacting my work.,web,Billing,High,2026-02-04 17:41:08,Free,0,0,Appreciative
395,Payment failed but amount deducted,Payment failed but amount deducted. Thank you for your continued support. This issue is impacting my work.,web,Billing,Critical,2026-01-31 07:41:08,Free,0,0,Appreciative
396,Invoice not generated,Invoice not generated. This is completely unacceptable. This issue is impacting my work.,chat,Billing,Critical,2026-01-17 08:41:08,Pro,1,0,Angry
397,Charged twice for subscription,Charged twice for subscription. This is getting frustrating. This issue is impacting my work.,web,Billing,Critical,2026-01-23 21:41:08,Enterprise,1,1,Frustrated
398,Invoice not generated,Invoice not generated. This is getting frustrating. This issue is impacting my work.,web,Billing,High,2026-01-27 02:41:08,Pro,0,0,Frustrated
399,Invoice not generated,Invoice not generated. This is very upsetting. This issue is impacting my work.,chat,Billing,Critical,2026-02-04 18:41:08,Enterprise,0,1,Angry
400,Charged twice for subscription,Charged twice for subscription. I have faced this issue multiple times. This issue is impacting my work.,chat,Billing,High,2026-02-08 12:41:08,Enterprise,0,0,Frustrated
401,Page not loading properly,Page not loading properly. This is getting frustrating. This issue is impacting my work.,email,Bug,Critical,2026-01-31 19:41:08,Enterprise,1,1,Frustrated
402,Unexpected error occurred,Unexpected error occurred. Please resolve this urgently. This issue is impacting my work.,email,Bug,Critical,2026-01-19 08:41:08,Enterprise,1,1,Urgent
403,Unexpected error occurred,Unexpected error occurred. I am extremely disappointed. This issue is impacting my work.,chat,Bug,Critical,2026-02-12 11:41:08,Enterprise,1,1,Angry
404,Feature not working as expected,Feature not working as expected. This is completely unacceptable. This issue is impacting my work.,email,Bug,Critical,2026-01-18 04:41:08,Pro,1,0,Angry
405,Unexpected error occurred,Unexpected error occurred. I am extremely disappointed. This issue is impacting my work.,web,Bug,High,2026-01-19 00:41:08,Pro,0,0,Angry
406,App crashes on submit,App crashes on submit. Please assist with this issue. This issue is impacting my work.,email,Bug,Critical,2026-01-15 05:41:08,Free,1,0,Calm
407,App crashes on submit,App crashes on submit. This needs immediate attention. This issue is impacting my work.,web,Bug,High,2026-02-08 02:41:08,Pro,0,0,Urgent
408,App crashes on submit,App crashes on submit. I am extremely disappointed. This issue is impacting my work.,chat,Bug,High,2026-01-15 14:41:08,Enterprise,0,1,Angry
409,Page not loading properly,Page not loading properly. Looking forward to your response. This issue is impacting my work.,web,Bug,Critical,2026-01-20 03:41:08,Enterprise,1,1,Calm
410,App crashes on submit,App crashes on submit. Please assist with this issue. This issue is impacting my work.,chat,Bug,High,2026-02-08 16:41:08,Free,0,0,Calm
411,Page not loading properly,Page not loading properly. Great service so far. This issue is impacting my work.,email,Bug,Critical,2026-01-22 00:41:08,Free,0,0,Appreciative
412,Feature not working as expected,Feature not working as expected. I have faced this issue multiple times. This issue is impacting my work.,email,Bug,High,2026-02-10 11:41:08,Pro,0,0,Frustrated
413,App crashes on submit,App crashes on submit. Looking forward to your response. This issue is impacting my work.,chat,Bug,Critical,2026-02-01 06:41:08,Free,0,0,Calm
414,Page not loading properly,Page not loading properly. Kindly check and update. This issue is impacting my work.,web,Bug,High,2026-02-07 20:41:08,Enterprise,0,0,Calm
415,Unexpected error occurred,Unexpected error occurred. Not satisfied with the delay. This issue is impacting my work.,chat,Bug,High,2026-01-22 20:41:08,Enterprise,0,0,Frustrated
416,Page not loading properly,Page not loading properly. Please assist with this issue. This issue is impacting my work.,email,Bug,High,2026-01-20 22:41:08,Enterprise,0,0,Calm
417,Unexpected error occurred,Unexpected error occurred. Please resolve this urgently. This issue is impacting my work.,email,Bug,High,2026-01-24 08:41:08,Pro,0,0,Urgent
