ticket_id,subject,description,channel,category,priority,created_at,customer_plan,sla_breached,escalated,combined_text,clean_text,clean_text_length
272,Payment failed but amount deducted,Payment failed but amount deducted. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Billing,Critical,2026-01-06 15:53:16,Enterprise,0,0,Payment failed but amount deducted Payment failed but amount deducted. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,payment failed but amount deducted payment failed but amount deducted this issue is impacting my work and needs resolution please look into this as soon as possible,27
273,Payment failed but amount deducted,Payment failed but amount deducted. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Billing,High,2026-02-01 23:53:16,Enterprise,0,0,Payment failed but amount deducted Payment failed but amount deducted. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,payment failed but amount deducted payment failed but amount deducted this issue is impacting my work and needs resolution please look into this as soon as possible,27
274,Payment failed but amount deducted,Payment failed but amount deducted. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Billing,Critical,2026-01-15 08:53:16,Enterprise,1,1,Payment failed but amount deducted Payment failed but amount deducted. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,payment failed but amount deducted payment failed but amount deducted this issue is impacting my work and needs resolution please look into this as soon as possible,27
275,Need refund for last transaction,Need refund for last transaction. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Billing,Critical,2026-01-14 11:53:16,Enterprise,0,0,Need refund for last transaction Need refund for last transaction. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,need refund for last transaction need refund for last transaction this issue is impacting my work and needs resolution please look into this as soon as possible,27
276,Charged twice for subscription,Charged twice for subscription. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Billing,Critical,2026-02-05 23:53:16,Pro,1,0,Charged twice for subscription Charged twice for subscription. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,charged twice for subscription charged twice for subscription this issue is impacting my work and needs resolution please look into this as soon as possible,25
277,Invoice not generated,Invoice not generated. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Billing,Critical,2026-01-30 06:53:16,Free,1,0,Invoice not generated Invoice not generated. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,invoice not generated invoice not generated this issue is impacting my work and needs resolution please look into this as soon as possible,23
278,Payment failed but amount deducted,Payment failed but amount deducted. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Billing,High,2026-01-10 11:53:16,Enterprise,0,0,Payment failed but amount deducted Payment failed but amount deducted. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,payment failed but amount deducted payment failed but amount deducted this issue is impacting my work and needs resolution please look into this as soon as possible,27
279,Charged twice for subscription,Charged twice for subscription. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Billing,Critical,2026-01-17 22:53:16,Free,1,0,Charged twice for subscription Charged twice for subscription. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,charged twice for subscription charged twice for subscription this issue is impacting my work and needs resolution please look into this as soon as possible,25
280,Invoice not generated,Invoice not generated. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Billing,High,2026-02-04 21:53:16,Pro,0,0,Invoice not generated Invoice not generated. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,invoice not generated invoice not generated this issue is impacting my work and needs resolution please look into this as soon as possible,23
281,Payment failed but amount deducted,Payment failed but amount deducted. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Billing,High,2026-01-27 11:53:16,Enterprise,0,0,Payment failed but amount deducted Payment failed but amount deducted. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,payment failed but amount deducted payment failed but amount deducted this issue is impacting my work and needs resolution please look into this as soon as possible,27
282,Need refund for last transaction,Need refund for last transaction. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Billing,High,2026-01-27 19:53:16,Free,0,0,Need refund for last transaction Need refund for last transaction. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,need refund for last transaction need refund for last transaction this issue is impacting my work and needs resolution please look into this as soon as possible,27
283,Invoice not generated,Invoice not generated. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Billing,Critical,2026-01-22 20:53:16,Enterprise,0,0,Invoice not generated Invoice not generated. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,invoice not generated invoice not generated this issue is impacting my work and needs resolution please look into this as soon as possible,23
284,Need refund for last transaction,Need refund for last transaction. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Billing,Critical,2026-01-11 15:53:16,Free,1,0,Need refund for last transaction Need refund for last transaction. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,need refund for last transaction need refund for last transaction this issue is impacting my work and needs resolution please look into this as soon as possible,27
285,Payment failed but amount deducted,Payment failed but amount deducted. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Billing,High,2026-01-09 23:53:16,Pro,0,0,Payment failed but amount deducted Payment failed but amount deducted. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,payment failed but amount deducted payment failed but amount deducted this issue is impacting my work and needs resolution please look into this as soon as possible,27
286,Charged twice for subscription,Charged twice for subscription. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Billing,High,2026-01-13 05:53:16,Free,0,0,Charged twice for subscription Charged twice for subscription. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,charged twice for subscription charged twice for subscription this issue is impacting my work and needs resolution please look into this as soon as possible,25
287,Payment failed but amount deducted,Payment failed but amount deducted. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Billing,Critical,2026-01-10 21:53:16,Free,1,0,Payment failed but amount deducted Payment failed but amount deducted. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,payment failed but amount deducted payment failed but amount deducted this issue is impacting my work and needs resolution please look into this as soon as possible,27
288,Invoice not generated,Invoice not generated. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Billing,Critical,2026-01-24 09:53:16,Free,1,0,Invoice not generated Invoice not generated. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,invoice not generated invoice not generated this issue is impacting my work and needs resolution please look into this as soon as possible,23
289,Payment failed but amount deducted,Payment failed but amount deducted. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Billing,High,2026-01-26 03:53:16,Free,0,0,Payment failed but amount deducted Payment failed but amount deducted. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,payment failed but amount deducted payment failed but amount deducted this issue is impacting my work and needs resolution please look into this as soon as possible,27
290,Charged twice for subscription,Charged twice for subscription. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Billing,Critical,2026-01-17 00:53:16,Enterprise,0,0,Charged twice for subscription Charged twice for subscription. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,charged twice for subscription charged twice for subscription this issue is impacting my work and needs resolution please look into this as soon as possible,25
291,Invoice not generated,Invoice not generated. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Billing,High,2026-01-15 06:53:16,Pro,0,0,Invoice not generated Invoice not generated. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,invoice not generated invoice not generated this issue is impacting my work and needs resolution please look into this as soon as possible,23
292,Need refund for last transaction,Need refund for last transaction. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Billing,Critical,2026-01-09 08:53:16,Free,1,0,Need refund for last transaction Need refund for last transaction. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,need refund for last transaction need refund for last transaction this issue is impacting my work and needs resolution please look into this as soon as possible,27
293,Invoice not generated,Invoice not generated. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Billing,High,2026-01-17 18:53:16,Enterprise,0,0,Invoice not generated Invoice not generated. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,invoice not generated invoice not generated this issue is impacting my work and needs resolution please look into this as soon as possible,23
294,Need refund for last transaction,Need refund for last transaction. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Billing,High,2026-01-28 07:53:16,Free,0,0,Need refund for last transaction Need refund for last transaction. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,need refund for last transaction need refund for last transaction this issue is impacting my work and needs resolution please look into this as soon as possible,27
295,Charged twice for subscription,Charged twice for subscription. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Billing,High,2026-01-11 15:53:16,Enterprise,0,0,Charged twice for subscription Charged twice for subscription. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,charged twice for subscription charged twice for subscription this issue is impacting my work and needs resolution please look into this as soon as possible,25
296,Need refund for last transaction,Need refund for last transaction. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Billing,High,2026-01-17 17:53:16,Pro,0,0,Need refund for last transaction Need refund for last transaction. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,need refund for last transaction need refund for last transaction this issue is impacting my work and needs resolution please look into this as soon as possible,27
297,Charged twice for subscription,Charged twice for subscription. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Billing,High,2026-01-27 21:53:16,Free,0,0,Charged twice for subscription Charged twice for subscription. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,charged twice for subscription charged twice for subscription this issue is impacting my work and needs resolution please look into this as soon as possible,25
298,Charged twice for subscription,Charged twice for subscription. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Billing,Critical,2026-01-24 05:53:16,Enterprise,0,0,Charged twice for subscription Charged twice for subscription. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,charged twice for subscription charged twice for subscription this issue is impacting my work and needs resolution please look into this as soon as possible,25
299,Charged twice for subscription,Charged twice for subscription. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Billing,Critical,2026-01-19 18:53:16,Enterprise,0,0,Charged twice for subscription Charged twice for subscription. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,charged twice for subscription charged twice for subscription this issue is impacting my work and needs resolution please look into this as soon as possible,25
300,Charged twice for subscription,Charged twice for subscription. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Billing,Critical,2026-01-16 22:53:16,Free,0,0,Charged twice for subscription Charged twice for subscription. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,charged twice for subscription charged twice for subscription this issue is impacting my work and needs resolution please look into this as soon as possible,25
301,Payment failed but amount deducted,Payment failed but amount deducted. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Billing,High,2026-01-26 03:53:16,Free,0,0,Payment failed but amount deducted Payment failed but amount deducted. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,payment failed but amount deducted payment failed but amount deducted this issue is impacting my work and needs resolution please look into this as soon as possible,27
302,Charged twice for subscription,Charged twice for subscription. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Billing,Critical,2026-01-25 17:53:16,Free,1,0,Charged twice for subscription Charged twice for subscription. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,charged twice for subscription charged twice for subscription this issue is impacting my work and needs resolution please look into this as soon as possible,25
303,Invoice not generated,Invoice not generated. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Billing,Critical,2026-01-17 05:53:16,Pro,0,0,Invoice not generated Invoice not generated. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,invoice not generated invoice not generated this issue is impacting my work and needs resolution please look into this as soon as possible,23
304,Charged twice for subscription,Charged twice for subscription. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Billing,Critical,2026-01-31 09:53:16,Pro,0,0,Charged twice for subscription Charged twice for subscription. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,charged twice for subscription charged twice for subscription this issue is impacting my work and needs resolution please look into this as soon as possible,25
305,Charged twice for subscription,Charged twice for subscription. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Billing,Critical,2026-01-24 17:53:16,Enterprise,1,1,Charged twice for subscription Charged twice for subscription. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,charged twice for subscription charged twice for subscription this issue is impacting my work and needs resolution please look into this as soon as possible,25
306,Charged twice for subscription,Charged twice for subscription. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Billing,High,2026-01-10 09:53:16,Pro,0,0,Charged twice for subscription Charged twice for subscription. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,charged twice for subscription charged twice for subscription this issue is impacting my work and needs resolution please look into this as soon as possible,25
307,Payment failed but amount deducted,Payment failed but amount deducted. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Billing,Critical,2026-01-23 22:53:16,Pro,0,0,Payment failed but amount deducted Payment failed but amount deducted. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,payment failed but amount deducted payment failed but amount deducted this issue is impacting my work and needs resolution please look into this as soon as possible,27
308,Need refund for last transaction,Need refund for last transaction. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Billing,Critical,2026-01-14 19:53:16,Pro,1,0,Need refund for last transaction Need refund for last transaction. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,need refund for last transaction need refund for last transaction this issue is impacting my work and needs resolution please look into this as soon as possible,27
309,Payment failed but amount deducted,Payment failed but amount deducted. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Billing,High,2026-02-03 21:53:16,Pro,0,0,Payment failed but amount deducted Payment failed but amount deducted. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,payment failed but amount deducted payment failed but amount deducted this issue is impacting my work and needs resolution please look into this as soon as possible,27
310,Invoice not generated,Invoice not generated. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Billing,Critical,2026-02-04 00:53:16,Free,0,0,Invoice not generated Invoice not generated. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,invoice not generated invoice not generated this issue is impacting my work and needs resolution please look into this as soon as possible,23
311,Payment failed but amount deducted,Payment failed but amount deducted. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Billing,Critical,2026-01-24 05:53:16,Enterprise,0,0,Payment failed but amount deducted Payment failed but amount deducted. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,payment failed but amount deducted payment failed but amount deducted this issue is impacting my work and needs resolution please look into this as soon as possible,27
312,Payment failed but amount deducted,Payment failed but amount deducted. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Billing,Critical,2026-01-09 23:53:16,Enterprise,0,0,Payment failed but amount deducted Payment failed but amount deducted. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,payment failed but amount deducted payment failed but amount deducted this issue is impacting my work and needs resolution please look into this as soon as possible,27
313,Need refund for last transaction,Need refund for last transaction. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Billing,Critical,2026-02-03 13:53:16,Free,0,0,Need refund for last transaction Need refund for last transaction. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,need refund for last transaction need refund for last transaction this issue is impacting my work and needs resolution please look into this as soon as possible,27
314,Payment failed but amount deducted,Payment failed but amount deducted. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Billing,High,2026-01-09 15:53:16,Free,0,0,Payment failed but amount deducted Payment failed but amount deducted. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,payment failed but amount deducted payment failed but amount deducted this issue is impacting my work and needs resolution please look into this as soon as possible,27
315,Need refund for last transaction,Need refund for last transaction. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Billing,High,2026-01-29 14:53:16,Free,0,0,Need refund for last transaction Need refund for last transaction. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,need refund for last transaction need refund for last transaction this issue is impacting my work and needs resolution please look into this as soon as possible,27
316,Payment failed but amount deducted,Payment failed but amount deducted. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Billing,Critical,2026-02-04 15:53:16,Enterprise,1,1,Payment failed but amount deducted Payment failed but amount deducted. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,payment failed but amount deducted payment failed but amount deducted this issue is impacting my work and needs resolution please look into this as soon as possible,27
317,Need refund for last transaction,Need refund for last transaction. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Billing,Critical,2026-01-13 08:53:16,Pro,1,0,Need refund for last transaction Need refund for last transaction. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,need refund for last transaction need refund for last transaction this issue is impacting my work and needs resolution please look into this as soon as possible,27
318,Payment failed but amount deducted,Payment failed but amount deducted. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Billing,Critical,2026-01-29 03:53:16,Enterprise,0,0,Payment failed but amount deducted Payment failed but amount deducted. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,payment failed but amount deducted payment failed but amount deducted this issue is impacting my work and needs resolution please look into this as soon as possible,27
319,Charged twice for subscription,Charged twice for subscription. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Billing,High,2026-01-24 17:53:16,Enterprise,0,0,Charged twice for subscription Charged twice for subscription. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,charged twice for subscription charged twice for subscription this issue is impacting my work and needs resolution please look into this as soon as possible,25
320,Charged twice for subscription,Charged twice for subscription. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Billing,Critical,2026-01-23 04:53:16,Enterprise,0,0,Charged twice for subscription Charged twice for subscription. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,charged twice for subscription charged twice for subscription this issue is impacting my work and needs resolution please look into this as soon as possible,25
321,Payment failed but amount deducted,Payment failed but amount deducted. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Billing,Critical,2026-02-02 08:53:16,Free,1,0,Payment failed but amount deducted Payment failed but amount deducted. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,payment failed but amount deducted payment failed but amount deducted this issue is impacting my work and needs resolution please look into this as soon as possible,27
322,Need refund for last transaction,Need refund for last transaction. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Billing,High,2026-01-15 23:53:16,Pro,0,0,Need refund for last transaction Need refund for last transaction. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,need refund for last transaction need refund for last transaction this issue is impacting my work and needs resolution please look into this as soon as possible,27
323,Charged twice for subscription,Charged twice for subscription. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Billing,Critical,2026-01-14 12:53:16,Free,0,0,Charged twice for subscription Charged twice for subscription. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,charged twice for subscription charged twice for subscription this issue is impacting my work and needs resolution please look into this as soon as possible,25
324,Invoice not generated,Invoice not generated. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Billing,Critical,2026-02-03 04:53:16,Free,0,0,Invoice not generated Invoice not generated. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,invoice not generated invoice not generated this issue is impacting my work and needs resolution please look into this as soon as possible,23
325,Invoice not generated,Invoice not generated. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Billing,Critical,2026-01-19 16:53:16,Pro,1,0,Invoice not generated Invoice not generated. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,invoice not generated invoice not generated this issue is impacting my work and needs resolution please look into this as soon as possible,23
326,Invoice not generated,Invoice not generated. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Billing,High,2026-01-24 12:53:16,Pro,0,0,Invoice not generated Invoice not generated. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,invoice not generated invoice not generated this issue is impacting my work and needs resolution please look into this as soon as possible,23
327,Need refund for last transaction,Need refund for last transaction. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Billing,Critical,2026-02-04 06:53:16,Enterprise,0,0,Need refund for last transaction Need refund for last transaction. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,need refund for last transaction need refund for last transaction this issue is impacting my work and needs resolution please look into this as soon as possible,27
328,Charged twice for subscription,Charged twice for subscription. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Billing,Critical,2026-01-20 23:53:16,Enterprise,1,1,Charged twice for subscription Charged twice for subscription. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,charged twice for subscription charged twice for subscription this issue is impacting my work and needs resolution please look into this as soon as possible,25
329,Invoice not generated,Invoice not generated. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Billing,High,2026-01-08 09:53:16,Enterprise,0,0,Invoice not generated Invoice not generated. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,invoice not generated invoice not generated this issue is impacting my work and needs resolution please look into this as soon as possible,23
330,Charged twice for subscription,Charged twice for subscription. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Billing,High,2026-02-01 00:53:16,Free,0,0,Charged twice for subscription Charged twice for subscription. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,charged twice for subscription charged twice for subscription this issue is impacting my work and needs resolution please look into this as soon as possible,25
331,Invoice not generated,Invoice not generated. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Billing,Critical,2026-01-10 08:53:16,Pro,1,0,Invoice not generated Invoice not generated. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,invoice not generated invoice not generated this issue is impacting my work and needs resolution please look into this as soon as possible,23
332,Payment failed but amount deducted,Payment failed but amount deducted. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Billing,High,2026-01-17 17:53:16,Pro,0,0,Payment failed but amount deducted Payment failed but amount deducted. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,payment failed but amount deducted payment failed but amount deducted this issue is impacting my work and needs resolution please look into this as soon as possible,27
333,Charged twice for subscription,Charged twice for subscription. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Billing,High,2026-02-02 05:53:16,Enterprise,0,0,Charged twice for subscription Charged twice for subscription. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,charged twice for subscription charged twice for subscription this issue is impacting my work and needs resolution please look into this as soon as possible,25
334,Payment failed but amount deducted,Payment failed but amount deducted. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Billing,High,2026-02-04 14:53:16,Free,0,0,Payment failed but amount deducted Payment failed but amount deducted. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,payment failed but amount deducted payment failed but amount deducted this issue is impacting my work and needs resolution please look into this as soon as possible,27
335,Payment failed but amount deducted,Payment failed but amount deducted. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Billing,High,2026-01-17 14:53:16,Pro,0,0,Payment failed but amount deducted Payment failed but amount deducted. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,payment failed but amount deducted payment failed but amount deducted this issue is impacting my work and needs resolution please look into this as soon as possible,27
336,Charged twice for subscription,Charged twice for subscription. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Billing,Critical,2026-01-27 14:53:16,Enterprise,0,0,Charged twice for subscription Charged twice for subscription. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,charged twice for subscription charged twice for subscription this issue is impacting my work and needs resolution please look into this as soon as possible,25
337,Need refund for last transaction,Need refund for last transaction. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Billing,High,2026-01-27 20:53:16,Pro,0,0,Need refund for last transaction Need refund for last transaction. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,need refund for last transaction need refund for last transaction this issue is impacting my work and needs resolution please look into this as soon as possible,27
338,Charged twice for subscription,Charged twice for subscription. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Billing,High,2026-01-23 19:53:16,Pro,0,0,Charged twice for subscription Charged twice for subscription. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,charged twice for subscription charged twice for subscription this issue is impacting my work and needs resolution please look into this as soon as possible,25
339,Need refund for last transaction,Need refund for last transaction. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Billing,High,2026-02-02 00:53:16,Enterprise,0,0,Need refund for last transaction Need refund for last transaction. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,need refund for last transaction need refund for last transaction this issue is impacting my work and needs resolution please look into this as soon as possible,27
340,Payment failed but amount deducted,Payment failed but amount deducted. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Billing,Critical,2026-01-12 23:53:16,Free,1,0,Payment failed but amount deducted Payment failed but amount deducted. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,payment failed but amount deducted payment failed but amount deducted this issue is impacting my work and needs resolution please look into this as soon as possible,27
341,Charged twice for subscription,Charged twice for subscription. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Billing,Critical,2026-02-03 02:53:16,Pro,1,0,Charged twice for subscription Charged twice for subscription. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,charged twice for subscription charged twice for subscription this issue is impacting my work and needs resolution please look into this as soon as possible,25
342,Invoice not generated,Invoice not generated. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Billing,High,2026-01-06 22:53:16,Pro,0,0,Invoice not generated Invoice not generated. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,invoice not generated invoice not generated this issue is impacting my work and needs resolution please look into this as soon as possible,23
343,Need refund for last transaction,Need refund for last transaction. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Billing,High,2026-01-07 16:53:16,Pro,0,0,Need refund for last transaction Need refund for last transaction. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,need refund for last transaction need refund for last transaction this issue is impacting my work and needs resolution please look into this as soon as possible,27
344,Payment failed but amount deducted,Payment failed but amount deducted. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Billing,High,2026-01-20 20:53:16,Pro,0,0,Payment failed but amount deducted Payment failed but amount deducted. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,payment failed but amount deducted payment failed but amount deducted this issue is impacting my work and needs resolution please look into this as soon as possible,27
345,Need refund for last transaction,Need refund for last transaction. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Billing,Critical,2026-02-03 22:53:16,Free,1,0,Need refund for last transaction Need refund for last transaction. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,need refund for last transaction need refund for last transaction this issue is impacting my work and needs resolution please look into this as soon as possible,27
346,Invoice not generated,Invoice not generated. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Billing,High,2026-02-05 09:53:16,Pro,0,0,Invoice not generated Invoice not generated. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,invoice not generated invoice not generated this issue is impacting my work and needs resolution please look into this as soon as possible,23
347,Payment failed but amount deducted,Payment failed but amount deducted. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Billing,Critical,2026-01-15 19:53:16,Enterprise,1,1,Payment failed but amount deducted Payment failed but amount deducted. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,payment failed but amount deducted payment failed but amount deducted this issue is impacting my work and needs resolution please look into this as soon as possible,27
348,Charged twice for subscription,Charged twice for subscription. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Billing,High,2026-01-09 02:53:16,Free,0,0,Charged twice for subscription Charged twice for subscription. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,charged twice for subscription charged twice for subscription this issue is impacting my work and needs resolution please look into this as soon as possible,25
349,Payment failed but amount deducted,Payment failed but amount deducted. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Billing,Critical,2026-01-25 09:53:16,Free,1,0,Payment failed but amount deducted Payment failed but amount deducted. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,payment failed but amount deducted payment failed but amount deducted this issue is impacting my work and needs resolution please look into this as soon as possible,27
350,Invoice not generated,Invoice not generated. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Billing,Critical,2026-02-03 22:53:16,Pro,1,0,Invoice not generated Invoice not generated. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,invoice not generated invoice not generated this issue is impacting my work and needs resolution please look into this as soon as possible,23
